Source,Target,Timestamp
335,6,1083231420
372,389,1083231420
335,72,1083231540
294,368,1083231540
372,212,1083231540
6,413,1083231540
413,6,1083231600
372,389,1083231660
289,212,1083231660
256,48,1083231660
335,373,1083231660
372,72,1083231780
294,51,1083231780
378,6,1083231840
41,407,1083231900
340,56,1083231900
335,373,1083231900
335,6,1083231960
372,311,1083231960
372,233,1083232020
294,368,1083232020
335,174,1083232140
372,368,1083232200
405,263,1083232260
335,72,1083232380
263,405,1083232380
423,410,1083232380
423,410,1083232440
335,373,1083232440
372,368,1083232440
303,212,1083232560
144,283,1083232620
372,407,1083232620
405,263,1083232620
372,368,1083232680
335,115,1083232680
212,413,1083232680
413,212,1083232740
212,413,1083232800
335,60,1083232800
41,407,1083232800
6,413,1083232860
335,373,1083232860
372,212,1083232860
372,407,1083232860
6,378,1083232920
372,368,1083232920
335,60,1083232920
372,72,1083232980
228,378,1083232980
41,419,1083233040
69,373,1083233100
19,109,1083233100
373,311,1083233100
335,60,1083233100
176,419,1083233100
335,6,1083233160
69,373,1083233220
367,323,1083233340
69,228,1083233340
335,6,1083233340
144,48,1083233400
6,413,1083233400
372,72,1083233400
335,72,1083233460
144,338,1083233460
335,6,1083233460
41,407,1083233580
413,6,1083233580
372,212,1083233640
423,8,1083233700
372,72,1083233760
372,389,1083233820
144,413,1083233820
6,413,1083233820
389,68,1083233940
413,6,1083233940
321,212,1083233940
335,19,1083233940
228,386,1083233940
335,6,1083234000
335,72,1083234060
372,212,1083234060
372,72,1083234180
372,389,1083234180
372,389,1083234240
6,413,1083234300
423,97,1083234300
335,72,1083234360
423,128,1083234420
144,374,1083234420
72,372,1083234420
372,72,1083234420
335,6,1083234480
413,6,1083234540
335,72,1083234600
6,413,1083234600
72,372,1083234660
424,405,1083234660
300,384,1083234720
368,221,1083234720
212,372,1083234900
424,236,1083234960
335,6,1083234960
321,212,1083235020
372,212,1083235140
335,72,1083235140
372,72,1083235140
335,356,1083235320
72,372,1083235320
392,228,1083235440
372,212,1083235440
335,72,1083235440
368,236,1083235500
335,356,1083235560
236,368,1083235560
72,335,1083235620
356,335,1083235680
335,6,1083235680
335,356,1083235680
368,236,1083235740
236,368,1083235800
48,6,1083235860
6,335,1083235860
41,392,1083235920
176,392,1083235980
368,236,1083235980
413,6,1083235980
69,356,1083236040
48,6,1083236040
48,256,1083236040
6,413,1083236160
194,184,1083236220
48,6,1083236220
194,1,1083236280
48,6,1083236400
176,392,1083236520
194,296,1083236580
41,392,1083236580
48,6,1083236580
69,356,1083236700
176,392,1083236820
41,392,1083236940
176,392,1083237000
176,392,1083237060
103,392,1083237060
176,392,1083237120
48,6,1083237120
6,413,1083237300
41,392,1083237300
425,396,1083237300
176,392,1083237300
103,392,1083237360
422,335,1083237360
176,392,1083237420
425,378,1083237420
103,417,1083237420
48,6,1083237480
176,392,1083237480
41,392,1083237540
103,392,1083237540
176,392,1083237540
176,392,1083237660
103,392,1083237780
103,392,1083238200
103,392,1083238200
413,6,1083238380
103,392,1083238620
409,191,1083238620
409,50,1083238680
426,427,1083238680
103,392,1083238740
409,8,1083238800
6,413,1083238980
103,392,1083239160
409,194,1083239400
103,392,1083239460
409,6,1083239760
263,405,1083240000
409,260,1083240000
409,149,1083240120
409,413,1083240180
409,149,1083240300
234,391,1083241200
263,391,1083241560
338,386,1083242340
72,263,1083243660
329,415,1083245820
422,194,1083246240
174,335,1083256320
317,308,1083258720
386,399,1083259260
308,373,1083260100
36,428,1083260280
308,311,1083260280
36,413,1083260400
342,8,1083260760
342,63,1083261000
41,407,1083261540
398,6,1083262800
398,405,1083263100
289,392,1083263160
398,335,1083263280
429,242,1083263460
297,234,1083263520
32,429,1083264000
424,144,1083264000
321,392,1083264120
429,32,1083264180
32,429,1083264180
321,392,1083264180
321,392,1083264360
289,392,1083264480
321,392,1083264600
321,371,1083264720
321,392,1083264780
430,164,1083264900
430,58,1083264900
289,392,1083264960
321,392,1083264960
424,260,1083265320
321,392,1083265380
431,371,1083265440
289,392,1083265440
431,32,1083265500
424,175,1083265560
405,263,1083265620
431,88,1083265620
432,8,1083265680
289,392,1083265680
27,414,1083265740
398,405,1083265740
321,392,1083265800
429,309,1083265800
431,407,1083265920
431,407,1083265920
431,365,1083265980
431,32,1083265980
321,392,1083266160
289,392,1083266340
321,392,1083266400
289,392,1083266820
242,429,1083266880
424,315,1083266880
289,392,1083267000
289,392,1083267180
51,429,1083267180
321,392,1083267420
32,8,1083268140
263,405,1083268380
310,405,1083268560
431,407,1083268620
263,72,1083268920
63,430,1083268920
144,283,1083269940
398,8,1083270060
395,8,1083270960
398,8,1083271260
41,300,1083271320
378,425,1083271440
189,8,1083272820
388,212,1083273060
405,263,1083273300
342,194,1083273600
281,263,1083273660
56,345,1083273960
56,154,1083274020
56,340,1083274020
263,405,1083274320
263,405,1083274500
212,388,1083275220
334,358,1083276000
409,413,1083276060
409,191,1083276060
409,50,1083276120
433,434,1083276120
189,358,1083276240
405,263,1083276720
350,335,1083276780
350,376,1083276840
103,392,1083277020
435,308,1083277560
435,281,1083277560
372,409,1083277620
372,392,1083277680
350,436,1083277740
103,392,1083277800
434,433,1083277800
372,212,1083277860
372,429,1083277980
32,430,1083278100
72,263,1083278100
372,236,1083278220
263,405,1083278340
323,413,1083278400
372,429,1083278520
429,32,1083278520
429,242,1083278640
174,335,1083278820
372,429,1083279360
405,263,1083279480
372,407,1083279720
44,432,1083279780
242,429,1083280080
398,405,1083280200
62,266,1083280380
350,376,1083280380
62,266,1083280560
62,266,1083280860
62,266,1083281040
398,405,1083281280
145,281,1083281580
389,62,1083281760
389,68,1083281820
389,62,1083282240
340,56,1083282480
391,263,1083284460
391,349,1083284520
391,234,1083284580
27,414,1083284820
228,392,1083285360
357,407,1083285480
286,416,1083285780
392,228,1083285960
431,407,1083286260
74,437,1083286620
321,52,1083286620
400,323,1083286800
68,389,1083286800
345,56,1083286860
395,175,1083286920
204,432,1083287220
204,298,1083287220
145,281,1083287400
30,392,1083287760
400,429,1083287820
400,365,1083288000
30,392,1083288060
236,407,1083288120
228,392,1083288360
30,392,1083288420
400,392,1083288420
400,52,1083288540
400,52,1083288540
236,260,1083288600
236,191,1083288600
306,438,1083288780
387,386,1083288960
392,228,1083289260
392,30,1083289320
317,308,1083289320
317,281,1083289380
323,276,1083289380
323,395,1083289500
400,392,1083289680
400,365,1083289740
400,323,1083289800
400,188,1083290160
400,188,1083290160
400,157,1083290160
439,440,1083290280
407,236,1083290400
400,365,1083290580
396,425,1083290700
400,52,1083290760
398,405,1083290820
398,6,1083290880
52,201,1083290880
400,144,1083290940
400,314,1083291000
400,82,1083291120
32,429,1083291180
400,428,1083291300
400,428,1083291300
400,396,1083291480
191,236,1083291900
289,391,1083292020
124,396,1083292080
236,191,1083292140
400,323,1083292200
400,392,1083292380
441,442,1083292440
441,442,1083292440
441,442,1083292440
191,236,1083292560
145,281,1083292620
51,314,1083292740
400,441,1083292920
228,392,1083293040
316,355,1083293100
400,443,1083293160
400,444,1083293160
400,445,1083293280
400,445,1083293280
400,445,1083293280
400,445,1083293280
400,446,1083293340
396,124,1083293340
447,325,1083293460
124,396,1083293520
260,448,1083293640
260,283,1083293700
379,74,1083293820
407,396,1083293820
396,407,1083293880
407,396,1083293880
260,236,1083293880
124,396,1083293940
396,407,1083294000
234,391,1083294060
289,449,1083294120
396,124,1083294120
447,6,1083294120
69,450,1083294120
321,392,1083294120
124,396,1083294180
124,396,1083294180
447,6,1083294240
29,443,1083294240
124,396,1083294360
424,175,1083294420
447,6,1083294420
429,209,1083294480
429,372,1083294600
451,32,1083294660
451,67,1083294720
321,437,1083294720
429,32,1083294840
124,452,1083294840
297,372,1083294900
124,396,1083294960
297,272,1083294960
297,234,1083294960
400,396,1083295080
308,281,1083295080
281,308,1083295140
32,429,1083295200
308,281,1083295260
357,407,1083295260
308,281,1083295260
281,308,1083295260
396,124,1083295320
211,212,1083295320
357,429,1083295320
400,429,1083295320
281,308,1083295320
429,32,1083295500
124,396,1083295560
357,8,1083295680
308,281,1083295680
409,413,1083295680
400,396,1083295680
32,429,1083295740
409,6,1083295740
396,124,1083295800
400,429,1083295860
124,396,1083295980
357,65,1083296220
400,396,1083296280
400,396,1083296400
132,149,1083296520
425,378,1083296640
453,32,1083296760
302,393,1083296880
425,52,1083297060
289,65,1083297240
372,392,1083297360
372,429,1083297540
357,454,1083297840
392,228,1083297840
27,414,1083297900
323,455,1083297960
297,372,1083298080
310,405,1083298200
323,98,1083298260
323,98,1083298320
317,316,1083298320
456,457,1083298500
368,441,1083298860
323,458,1083298920
389,454,1083298980
74,379,1083299040
378,425,1083299160
323,88,1083299460
41,389,1083299640
88,323,1083299820
74,459,1083299880
176,445,1083299940
323,88,1083300000
323,88,1083300060
274,6,1083300180
41,437,1083300240
41,389,1083300240
323,88,1083300300
372,392,1083300300
323,281,1083300360
372,392,1083300420
44,296,1083300480
388,212,1083300600
140,201,1083300600
140,201,1083300600
274,74,1083300600
389,68,1083300720
44,74,1083300780
41,389,1083300780
323,88,1083300840
44,296,1083300900
274,416,1083300900
88,323,1083300900
323,88,1083300960
172,460,1083301020
274,6,1083301080
389,236,1083301080
274,6,1083301140
88,323,1083301140
372,461,1083301260
236,191,1083301260
460,172,1083301320
372,461,1083301320
44,74,1083301320
274,462,1083301380
44,296,1083301380
302,372,1083301380
281,323,1083301440
297,372,1083301500
274,6,1083301500
1,211,1083301560
62,389,1083301800
176,463,1083301860
303,194,1083301980
236,407,1083302040
176,463,1083302040
44,74,1083302340
236,389,1083302400
41,463,1083302520
44,74,1083302880
172,460,1083303060
19,443,1083303060
19,446,1083303180
44,74,1083303480
212,372,1083303840
289,65,1083303900
460,172,1083303900
297,372,1083303900
350,376,1083303960
103,464,1083303960
103,464,1083304140
297,172,1083304140
297,372,1083304260
447,6,1083304260
447,172,1083304380
41,463,1083304380
103,464,1083304440
465,456,1083304500
176,463,1083304560
41,463,1083304620
447,456,1083304620
466,392,1083304620
398,74,1083304620
398,74,1083304680
41,463,1083304740
389,236,1083304740
389,68,1083304740
176,463,1083304800
398,74,1083304800
396,425,1083304920
398,74,1083304920
389,467,1083305040
44,74,1083305100
398,74,1083305340
286,468,1083305460
398,134,1083305700
398,396,1083305760
378,396,1083305760
398,463,1083305820
164,430,1083305820
134,398,1083305880
398,164,1083305880
398,463,1083305940
398,134,1083305940
236,389,1083306060
44,74,1083306060
396,378,1083306420
389,236,1083306420
263,409,1083306420
409,263,1083306480
469,463,1083306600
140,470,1083306660
263,409,1083306720
19,134,1083306720
424,175,1083306720
409,263,1083306780
463,469,1083306780
398,463,1083306780
378,396,1083306840
398,463,1083306900
321,392,1083306960
469,463,1083306960
396,378,1083307020
398,365,1083307020
398,471,1083307080
321,460,1083307320
398,468,1083307440
463,469,1083307560
41,437,1083307680
469,463,1083307860
38,288,1083308100
38,365,1083308160
38,288,1083308280
38,437,1083308340
469,463,1083308460
38,288,1083308520
38,288,1083308520
38,288,1083308580
38,288,1083308580
378,396,1083308580
396,378,1083308640
9,391,1083308760
38,437,1083308760
472,263,1083308820
38,288,1083308880
41,437,1083308880
41,473,1083308940
9,282,1083309060
38,288,1083309060
38,288,1083309240
357,409,1083309240
263,472,1083309300
357,437,1083309300
472,263,1083309360
38,288,1083309360
38,288,1083309360
396,378,1083309420
38,288,1083309540
357,409,1083309540
103,464,1083309540
67,32,1083309540
409,349,1083309600
357,405,1083309600
38,288,1083309660
103,134,1083309660
407,236,1083309720
357,409,1083309720
19,409,1083309780
38,409,1083309780
67,396,1083309840
212,472,1083309900
357,409,1083309900
67,378,1083309960
212,472,1083309960
103,464,1083310080
357,409,1083310080
474,32,1083310080
474,456,1083310140
474,74,1083310260
357,409,1083310260
429,32,1083310320
357,464,1083310380
429,372,1083310440
475,368,1083310500
357,409,1083310500
263,332,1083310560
424,343,1083310560
424,405,1083310620
41,407,1083310680
357,409,1083310800
357,476,1083310860
317,309,1083310920
357,409,1083310920
477,1,1083311160
357,409,1083311160
67,396,1083311160
357,460,1083311220
212,472,1083311280
321,460,1083311280
357,409,1083311280
19,409,1083311280
19,409,1083311280
38,409,1083311340
357,168,1083311340
357,409,1083311400
19,409,1083311400
263,460,1083311400
19,409,1083311460
357,409,1083311580
19,478,1083311580
38,478,1083311640
19,409,1083311640
38,464,1083311700
19,409,1083311760
38,405,1083311760
357,409,1083311760
19,409,1083311760
263,472,1083311820
6,472,1083311880
19,409,1083311940
357,409,1083311940
19,409,1083311940
19,409,1083311940
263,479,1083312120
398,405,1083312120
321,460,1083312120
19,409,1083312240
321,460,1083312360
19,409,1083312420
357,409,1083312480
475,368,1083312480
19,409,1083312540
480,212,1083312540
321,460,1083312540
212,480,1083312540
479,263,1083312540
212,480,1083312540
67,396,1083312600
373,308,1083312600
212,481,1083312600
212,481,1083312660
357,409,1083312720
212,481,1083312720
475,368,1083312720
368,460,1083312780
398,365,1083312840
357,409,1083312840
321,263,1083312840
321,482,1083312900
460,368,1083312900
321,212,1083312960
357,409,1083312960
483,368,1083312960
368,460,1083312960
372,429,1083313080
212,481,1083313080
19,409,1083313140
359,460,1083313140
460,359,1083313140
398,175,1083313140
6,481,1083313260
359,460,1083313320
481,6,1083313320
483,368,1083313320
277,482,1083313380
392,466,1083313380
277,481,1083313380
6,481,1083313380
392,466,1083313380
212,481,1083313440
277,481,1083313500
481,6,1083313500
6,481,1083313500
481,6,1083313560
282,34,1083313560
19,481,1083313560
321,460,1083313560
277,482,1083313560
6,481,1083313560
466,392,1083313620
277,481,1083313620
274,6,1083313620
321,392,1083313680
392,466,1083313680
372,460,1083313680
19,109,1083313680
274,481,1083313740
321,454,1083313740
321,392,1083313800
483,368,1083313800
372,466,1083313800
460,359,1083313860
368,483,1083313860
423,343,1083313860
481,6,1083313860
423,454,1083313860
277,482,1083313920
484,372,1083313920
321,392,1083313920
321,88,1083313920
310,405,1083313920
274,481,1083313980
321,376,1083313980
483,368,1083313980
481,6,1083313980
357,466,1083313980
274,481,1083313980
398,254,1083313980
321,343,1083313980
277,481,1083313980
274,376,1083313980
321,392,1083314040
274,481,1083314040
321,460,1083314100
357,120,1083314100
460,372,1083314100
484,372,1083314100
398,72,1083314100
277,482,1083314100
321,352,1083314100
236,407,1083314160
277,481,1083314220
321,460,1083314220
372,460,1083314220
321,472,1083314220
321,191,1083314280
368,483,1083314280
423,464,1083314280
131,368,1083314280
321,278,1083314340
321,392,1083314340
460,372,1083314400
228,314,1083314400
321,460,1083314400
321,392,1083314460
321,405,1083314520
372,460,1083314520
357,480,1083314580
321,392,1083314580
282,214,1083314640
372,482,1083314700
277,352,1083314700
131,368,1083314760
321,392,1083314760
309,352,1083314760
289,392,1083314760
321,481,1083314820
236,389,1083314820
485,175,1083314820
321,392,1083314880
398,480,1083314880
321,8,1083314880
131,368,1083314880
289,392,1083314940
321,288,1083314940
372,482,1083315000
372,482,1083315000
372,482,1083315060
407,236,1083315060
321,392,1083315060
321,460,1083315060
172,486,1083315120
321,288,1083315120
460,372,1083315120
483,368,1083315120
193,63,1083315120
321,481,1083315180
321,288,1083315180
67,396,1083315240
321,392,1083315300
321,313,1083315480
463,469,1083315540
321,309,1083315540
321,392,1083315540
321,75,1083315660
321,368,1083315720
321,120,1083315780
423,392,1083315780
479,481,1083315780
321,487,1083315780
321,175,1083315840
481,479,1083315840
321,75,1083315900
321,464,1083315900
479,481,1083315900
308,435,1083315960
423,392,1083315960
172,488,1083316080
321,349,1083316140
297,75,1083316200
321,309,1083316200
372,460,1083316320
479,358,1083316320
484,372,1083316380
321,479,1083316380
439,440,1083316380
321,450,1083316380
368,483,1083316440
317,281,1083316440
321,313,1083316500
321,368,1083316500
484,372,1083316500
321,489,1083316620
321,368,1083316620
321,72,1083316680
140,308,1083316680
483,368,1083316680
321,236,1083316680
317,429,1083316680
321,358,1083316680
321,487,1083316740
172,460,1083316800
321,476,1083316800
483,479,1083316800
321,72,1083316800
368,483,1083316860
321,368,1083316860
321,376,1083316860
479,8,1083316860
321,487,1083316920
321,368,1083316920
475,481,1083316920
51,489,1083316980
321,368,1083316980
321,72,1083316980
277,172,1083316980
483,479,1083316980
409,8,1083316980
483,368,1083317040
484,372,1083317040
51,149,1083317040
19,409,1083317100
389,68,1083317100
19,109,1083317100
321,480,1083317100
317,479,1083317100
321,376,1083317100
19,409,1083317160
321,376,1083317220
424,175,1083317220
389,236,1083317220
389,62,1083317280
19,302,1083317340
321,236,1083317340
321,325,1083317400
376,6,1083317400
350,376,1083317400
51,476,1083317400
321,490,1083317520
321,491,1083317520
321,372,1083317520
321,344,1083317580
321,365,1083317580
321,402,1083317640
51,466,1083317640
321,228,1083317640
321,172,1083317700
402,281,1083317700
321,174,1083317700
19,302,1083317760
263,344,1083317820
236,389,1083317940
9,282,1083317940
51,120,1083318000
483,368,1083318000
236,407,1083318060
492,389,1083318120
493,128,1083318180
494,63,1083318180
492,343,1083318180
494,389,1083318180
128,493,1083318180
9,466,1083318240
447,51,1083318240
447,51,1083318300
9,472,1083318360
9,463,1083318360
389,236,1083318420
9,465,1083318480
424,495,1083318540
308,263,1083318600
140,308,1083318600
9,389,1083318660
494,389,1083318720
263,308,1083318780
494,389,1083318780
9,460,1083318780
494,463,1083318780
236,191,1083318840
494,389,1083318900
447,372,1083318900
494,389,1083319020
228,463,1083319080
400,429,1083319080
494,445,1083319140
400,365,1083319260
209,437,1083319320
494,429,1083319380
400,392,1083319380
9,389,1083319380
400,61,1083319500
9,389,1083319560
236,389,1083319620
19,302,1083319620
209,429,1083319620
9,8,1083319740
9,177,1083319800
400,396,1083319860
400,472,1083319980
389,236,1083319980
400,454,1083320040
400,454,1083320040
263,454,1083320160
400,343,1083320160
472,263,1083320160
483,368,1083320160
19,409,1083320280
19,409,1083320280
409,302,1083320280
19,409,1083320400
9,389,1083320400
400,389,1083320460
483,368,1083320580
368,236,1083320640
263,389,1083320700
44,19,1083320700
466,372,1083320760
368,468,1083320820
483,368,1083320820
336,333,1083320820
263,297,1083320820
468,300,1083320820
400,392,1083320880
475,468,1083320880
475,468,1083320880
466,51,1083320940
483,368,1083320940
475,496,1083320940
484,372,1083321000
479,278,1083321000
372,466,1083321060
483,368,1083321060
405,263,1083321060
405,263,1083321060
466,372,1083321180
297,263,1083321300
484,372,1083321300
103,480,1083321300
475,496,1083321300
400,392,1083321300
483,368,1083321360
497,405,1083321360
263,405,1083321360
372,466,1083321360
297,263,1083321420
405,497,1083321480
497,405,1083321540
103,454,1083321540
263,297,1083321540
236,368,1083321600
297,263,1083321600
405,263,1083321600
405,497,1083321660
321,365,1083321660
389,263,1083321660
321,405,1083321660
103,437,1083321660
498,495,1083321660
497,405,1083321720
405,497,1083321780
263,297,1083321780
321,405,1083321840
368,236,1083321900
321,437,1083321900
297,263,1083321900
497,405,1083321960
484,372,1083321960
212,372,1083321960
400,392,1083322020
236,389,1083322020
263,297,1083322080
297,263,1083322140
236,368,1083322140
355,316,1083322140
355,102,1083322200
368,236,1083322260
389,236,1083322380
497,302,1083322380
263,297,1083322500
344,263,1083322620
297,263,1083322740
263,344,1083322800
483,368,1083322800
103,437,1083322860
498,97,1083322860
321,392,1083322980
194,499,1083322980
194,303,1083323100
194,184,1083323160
53,481,1083323220
496,475,1083323220
475,496,1083323280
194,344,1083323280
63,193,1083323340
496,454,1083323400
62,368,1083323400
496,475,1083323400
194,60,1083323400
6,376,1083323460
41,437,1083323460
194,182,1083323460
297,289,1083323460
194,368,1083323460
475,496,1083323460
1,477,1083323520
321,500,1083323580
194,209,1083323580
297,289,1083323700
62,454,1083323700
321,491,1083323700
194,62,1083323760
501,236,1083323760
263,297,1083323760
62,481,1083323820
321,502,1083323820
501,236,1083323880
62,349,1083324000
321,502,1083324000
501,236,1083324000
297,263,1083324000
501,236,1083324060
321,502,1083324120
62,236,1083324120
501,236,1083324180
297,263,1083324180
309,502,1083324240
6,343,1083324240
321,502,1083324240
502,309,1083324300
332,263,1083324360
194,223,1083324360
321,392,1083324360
321,502,1083324360
309,502,1083324420
379,74,1083324420
321,392,1083324480
321,392,1083324480
6,84,1083324480
502,309,1083324540
379,289,1083324540
62,465,1083324600
62,236,1083324600
263,297,1083324600
501,236,1083324660
263,297,1083324660
309,502,1083324720
62,502,1083324720
263,503,1083324780
502,309,1083324780
221,368,1083324780
297,263,1083324840
502,62,1083324840
379,289,1083324840
321,392,1083324840
503,263,1083324960
321,480,1083324960
379,74,1083325020
194,62,1083325020
379,289,1083325020
321,392,1083325020
62,502,1083325080
392,502,1083325140
379,289,1083325140
502,62,1083325140
194,62,1083325200
334,62,1083325200
502,392,1083325200
297,263,1083325260
181,454,1083325320
392,502,1083325320
62,502,1083325320
321,392,1083325320
502,392,1083325380
194,62,1083325380
321,495,1083325380
62,236,1083325440
502,62,1083325440
392,502,1083325440
62,502,1083325440
502,392,1083325440
502,392,1083325500
334,62,1083325500
502,62,1083325500
194,62,1083325500
62,502,1083325560
263,297,1083325560
321,437,1083325620
334,437,1083325620
194,62,1083325680
321,504,1083325740
181,495,1083325920
181,294,1083326040
194,62,1083326400
220,505,1083326460
194,62,1083326520
220,88,1083326700
103,437,1083326880
128,325,1083327120
128,62,1083327180
128,62,1083327720
128,62,1083328140
62,128,1083328920
501,236,1083329340
501,236,1083329340
501,236,1083329340
501,236,1083329400
501,236,1083329400
501,236,1083329580
60,296,1083333600
32,429,1083337680
483,368,1083342420
70,174,1083344220
9,466,1083344400
70,482,1083345300
70,482,1083345720
429,372,1083345780
398,405,1083346260
398,97,1083346980
289,97,1083347040
342,194,1083347040
453,264,1083347100
429,209,1083347160
429,32,1083347160
342,454,1083347280
447,372,1083347460
209,194,1083348540
321,437,1083348780
321,316,1083349440
321,209,1083349440
348,338,1083349440
316,355,1083349440
321,506,1083349500
321,316,1083349500
321,507,1083349560
321,209,1083349620
316,263,1083349620
321,316,1083349620
321,348,1083349680
263,316,1083349920
263,316,1083349920
316,263,1083350100
355,316,1083350160
263,316,1083350220
263,316,1083350280
355,316,1083350280
316,355,1083350460
316,263,1083350460
355,316,1083350580
316,355,1083350580
344,263,1083350700
316,355,1083350760
344,194,1083350760
355,316,1083351000
316,355,1083351060
32,154,1083351360
431,398,1083351780
212,480,1083352140
431,372,1083352380
431,372,1083352440
212,303,1083352440
212,372,1083352620
431,454,1083352800
431,454,1083352800
431,454,1083352800
355,316,1083352920
405,508,1083353280
398,405,1083353340
398,254,1083353580
508,405,1083353700
474,74,1083353760
41,503,1083354000
358,479,1083354300
509,454,1083354480
372,508,1083354780
194,456,1083354780
431,372,1083354960
372,355,1083355020
260,236,1083355200
260,51,1083355260
176,453,1083355560
303,212,1083355680
303,194,1083355680
431,372,1083355800
508,372,1083356040
321,454,1083356160
321,358,1083356160
454,263,1083356340
211,194,1083356460
27,184,1083356520
454,496,1083356580
454,181,1083356880
68,437,1083357000
391,289,1083357000
263,257,1083357120
454,510,1083358440
456,194,1083358680
448,352,1083358800
181,454,1083358860
74,379,1083358860
74,379,1083358920
350,365,1083358980
69,450,1083359100
69,263,1083359100
296,194,1083359160
53,481,1083359220
69,124,1083359220
372,508,1083359280
44,432,1083359280
372,460,1083359340
34,313,1083359400
44,372,1083359460
53,254,1083359520
44,34,1083359520
325,128,1083359520
447,325,1083359580
44,511,1083359580
447,34,1083359580
128,325,1083359640
325,128,1083359760
212,263,1083359820
212,48,1083360300
19,512,1083360300
299,399,1083360300
128,325,1083360540
212,211,1083360600
460,372,1083361200
323,281,1083361500
513,388,1083361620
513,514,1083361680
465,62,1083361740
323,88,1083361980
323,124,1083362040
440,513,1083362100
317,308,1083362280
474,74,1083362400
474,32,1083362580
422,365,1083362700
263,212,1083362820
62,454,1083362940
62,481,1083362940
62,465,1083363000
422,460,1083363120
101,515,1083363240
453,516,1083363240
228,392,1083363360
465,62,1083363420
474,236,1083363420
517,368,1083363480
289,391,1083363480
517,68,1083363540
379,74,1083363600
517,289,1083363660
379,450,1083363660
359,460,1083363660
465,398,1083363780
379,432,1083363960
432,379,1083364140
297,248,1083364140
474,236,1083364200
297,272,1083364200
181,432,1083364740
368,194,1083365280
281,402,1083365340
281,323,1083365340
368,221,1083365400
425,378,1083365520
425,396,1083365520
368,359,1083365520
368,309,1083365580
359,368,1083365580
368,359,1083365700
359,368,1083365760
342,454,1083365760
474,359,1083365820
294,51,1083365820
368,359,1083365820
359,368,1083365880
62,465,1083365940
62,481,1083365940
517,368,1083365940
62,368,1083365940
474,359,1083365940
517,359,1083366000
9,465,1083366120
368,359,1083366120
474,359,1083366120
9,391,1083366180
359,368,1083366240
9,194,1083366240
368,359,1083366300
359,368,1083366360
474,359,1083366360
194,211,1083366420
368,359,1083366480
194,456,1083366480
359,368,1083366540
372,460,1083366600
368,359,1083366660
474,32,1083366780
359,368,1083366840
316,355,1083366840
378,425,1083366900
474,359,1083366900
378,396,1083366960
368,359,1083367200
359,368,1083367320
368,359,1083367560
465,62,1083367620
359,368,1083367680
359,368,1083367680
32,209,1083367800
518,345,1083367800
368,359,1083367860
456,194,1083367860
19,519,1083368160
19,519,1083368160
483,368,1083368340
520,32,1083368580
493,329,1083368640
143,32,1083368700
400,504,1083368700
521,305,1083368700
400,428,1083368940
273,272,1083369060
389,496,1083369240
273,522,1083369240
62,368,1083369720
62,465,1083369720
523,524,1083369780
469,519,1083369780
44,432,1083369900
44,432,1083369900
379,432,1083370200
469,463,1083370320
400,454,1083370800
400,396,1083370860
400,429,1083371040
520,291,1083371160
520,291,1083371160
520,292,1083371280
400,429,1083371460
44,211,1083371880
422,365,1083372060
496,454,1083372480
214,525,1083372600
321,454,1083373560
392,228,1083373680
41,523,1083373680
321,359,1083373740
321,480,1083373860
477,526,1083374100
32,527,1083374700
457,456,1083374820
350,365,1083375060
9,282,1083375060
36,413,1083375060
9,465,1083375240
425,378,1083375300
350,365,1083375480
460,359,1083375780
9,8,1083375840
9,8,1083375840
9,282,1083376020
9,8,1083376080
9,465,1083376200
9,8,1083376200
9,8,1083376380
9,527,1083376500
9,528,1083376500
9,8,1083376560
302,497,1083376680
9,8,1083376800
9,8,1083376800
297,234,1083377040
441,368,1083377100
209,32,1083377280
9,8,1083377280
447,325,1083377940
447,34,1083378000
447,48,1083379020
9,8,1083379620
62,375,1083379980
12,175,1083380760
12,302,1083381120
51,529,1083381300
51,528,1083381540
51,523,1083381540
51,530,1083381540
456,527,1083381900
456,527,1083381900
456,501,1083382020
447,48,1083382740
447,48,1083382800
363,502,1083382860
389,424,1083383160
400,428,1083383160
400,286,1083384360
396,378,1083384480
357,409,1083384480
400,396,1083384540
357,502,1083384540
400,502,1083384660
228,392,1083384960
12,502,1083385080
32,209,1083385260
447,325,1083385260
32,52,1083385260
53,254,1083385320
103,502,1083385380
447,325,1083385680
447,325,1083385860
41,527,1083386100
41,529,1083386100
357,502,1083386280
41,502,1083386400
176,502,1083386460
357,502,1083386580
355,316,1083386640
355,316,1083386700
62,475,1083386700
357,501,1083386700
501,456,1083386700
103,503,1083386700
355,316,1083386700
475,62,1083387180
398,502,1083387180
62,475,1083387180
502,398,1083387240
475,62,1083387240
456,501,1083387240
62,278,1083387240
474,32,1083387300
357,502,1083387420
474,32,1083387540
357,502,1083387540
176,502,1083387600
526,477,1083387660
483,62,1083387660
209,355,1083387660
357,502,1083387780
400,441,1083387780
41,502,1083387840
483,62,1083387960
447,325,1083387960
193,63,1083388020
483,62,1083388020
357,502,1083388080
193,149,1083388080
456,209,1083388080
467,389,1083388080
172,531,1083388140
501,456,1083388200
103,452,1083388260
357,502,1083388260
456,501,1083388260
482,389,1083388320
357,168,1083388380
357,502,1083388440
193,355,1083388620
41,502,1083388680
474,372,1083388680
103,456,1083388680
193,502,1083388800
502,193,1083388860
474,372,1083388920
193,502,1083389040
128,62,1083389040
41,502,1083389100
